"Date","Region","New_Tests","Total_Tests","Positivity","Turn_Around"
2020-06-30,"Vancouver Coastal",670,60724,0.75,20
2020-06-30,"Vancouver Island",283,28563,0.07,18.6
2020-07-01,"BC",1705,198972,0.77,24
2020-07-01,"Fraser",584,71898,1.43,22.7
2020-07-01,"Interior",170,27201,0.07,39.4
2020-07-01,"Northern",67,8139,0.25,26.7
2020-07-01,"Unknown",23,1586,0,22
2020-07-01,"Vancouver Coastal",617,61341,0.66,21.8
2020-07-01,"Vancouver Island",244,28807,0.07,21.6
2020-07-02,"BC",1588,200560,0.77,26.5
2020-07-02,"Fraser",536,72434,1.31,23.8
2020-07-02,"Interior",284,27485,0.13,52.7
2020-07-02,"Northern",44,8183,0.27,27.5
2020-07-02,"Unknown",15,1601,0,28.6
2020-07-02,"Vancouver Coastal",515,61856,0.72,18.3
2020-07-02,"Vancouver Island",194,29001,0.15,17
2020-07-03,"BC",2286,202846,0.76,23.8
2020-07-03,"Fraser",784,73218,1.37,21.8
2020-07-03,"Interior",340,27825,0.13,44.9
2020-07-03,"Northern",47,8230,0.29,33.1
2020-07-03,"Unknown",20,1621,0,16.6
2020-07-03,"Vancouver Coastal",797,62653,0.66,18.8
2020-07-03,"Vancouver Island",298,29299,0.13,17.4
2020-07-04,"BC",1949,204795,0.76,22.9
2020-07-04,"Fraser",630,73848,1.34,21.7
2020-07-04,"Interior",249,28074,0.14,33
2020-07-04,"Northern",61,8291,0.28,30
2020-07-04,"Unknown",23,1644,0,13.8
2020-07-04,"Vancouver Coastal",680,63333,0.71,20.6
2020-07-04,"Vancouver Island",306,29605,0.12,21.3
2020-07-05,"BC",1258,206053,0.72,22.3
2020-07-05,"Fraser",452,74300,1.13,23
2020-07-05,"Interior",132,28206,0.14,30.2
2020-07-05,"Northern",23,8314,0.31,31.5
2020-07-05,"Unknown",15,1659,0,27.8
2020-07-05,"Vancouver Coastal",412,63745,0.77,18.9
2020-07-05,"Vancouver Island",224,29829,0.12,21.3
2020-07-06,"BC",1324,207377,0.75,22.2
2020-07-06,"Fraser",526,74826,1.27,22.5
2020-07-06,"Interior",127,28333,0.13,31.2
2020-07-06,"Northern",67,8381,0.27,19.9
2020-07-06,"Unknown",4,1663,0,31
2020-07-06,"Vancouver Coastal",423,64168,0.75,22.2
2020-07-06,"Vancouver Island",177,30006,0.12,15.5
2020-07-07,"BC",2090,209467,0.81,26.5
2020-07-07,"Fraser",691,75517,1.43,24.9
2020-07-07,"Interior",246,28579,0.19,58.4
2020-07-07,"Northern",59,8440,0.27,15.9
2020-07-07,"Unknown",21,1684,0,17.5
2020-07-07,"Vancouver Coastal",731,64899,0.77,22.2
2020-07-07,"Vancouver Island",342,30348,0.06,18.3
2020-07-08,"BC",2355,211822,0.81,23.7
2020-07-08,"Fraser",874,76391,1.45,23.2
2020-07-08,"Interior",240,28819,0.19,40.9
2020-07-08,"Northern",76,8516,0,19
2020-07-08,"Unknown",28,1712,0,22.2
2020-07-08,"Vancouver Coastal",833,65732,0.75,21.9
2020-07-08,"Vancouver Island",304,30652,0.05,18.1
2020-07-09,"BC",2584,214406,0.85,23.1
2020-07-09,"Fraser",1093,77484,1.56,21.3
2020-07-09,"Interior",259,29078,0.19,45
2020-07-09,"Northern",52,8568,0,21.9
2020-07-09,"Unknown",18,1730,0,14.1
2020-07-09,"Vancouver Coastal",760,66492,0.69,21
2020-07-09,"Vancouver Island",402,31054,0.1,18.5
2020-07-10,"BC",2868,217274,0.89,23.9
2020-07-10,"Fraser",835,78319,1.57,21.1
2020-07-10,"Interior",422,29500,0.3,44.2
2020-07-10,"Northern",99,8667,0,26
2020-07-10,"Unknown",25,1755,0,18.9
2020-07-10,"Vancouver Coastal",1083,67575,0.79,20.3
2020-07-10,"Vancouver Island",404,31458,0.09,17.9
2020-07-11,"BC",2194,219468,0.96,23.8
2020-07-11,"Fraser",780,79099,1.62,20.3
2020-07-11,"Interior",335,29835,0.34,34.3
2020-07-11,"Northern",57,8724,0,28
2020-07-11,"Unknown",23,1778,0,23.1
2020-07-11,"Vancouver Coastal",655,68230,0.94,23.5
2020-07-11,"Vancouver Island",344,31802,0.09,21.1
2020-07-12,"BC",1915,221383,1.02,18.8
2020-07-12,"Fraser",670,79769,1.74,18.9
2020-07-12,"Interior",169,30004,0.33,31
2020-07-12,"Northern",46,8770,0,34.6
2020-07-12,"Unknown",23,1801,0,22.7
2020-07-12,"Vancouver Coastal",499,68729,1.02,19.3
2020-07-12,"Vancouver Island",508,32310,0.08,12.5
2020-07-13,"BC",1497,222880,1.03,19.9
2020-07-13,"Fraser",625,80394,1.74,20.2
2020-07-13,"Interior",121,30125,0.39,31.8
2020-07-13,"Northern",62,8832,0,13.4
2020-07-13,"Unknown",9,1810,0,14.9
2020-07-13,"Vancouver Coastal",540,69269,1,19.7
2020-07-13,"Vancouver Island",140,32450,0.08,12.1
2020-07-14,"BC",2521,225401,0.98,24
2020-07-14,"Fraser",946,81340,1.53,22.9
2020-07-14,"Interior",276,30401,0.6,49.2
2020-07-14,"Northern",78,8910,0,20.1
2020-07-14,"Unknown",27,1837,0,18.5
2020-07-14,"Vancouver Coastal",864,70133,0.97,20
2020-07-14,"Vancouver Island",330,32780,0.08,17.6
2020-07-15,"BC",2823,228224,1.05,28.7
2020-07-15,"Fraser",805,82145,1.44,23.5
2020-07-15,"Interior",700,31101,1.18,46.8
2020-07-15,"Northern",77,8987,0.42,29.1
2020-07-15,"Unknown",17,1854,0,24.6
2020-07-15,"Vancouver Coastal",841,70974,1.05,23.4
2020-07-15,"Vancouver Island",383,33163,0.12,18.5
2020-07-16,"BC",3141,231365,1.11,26.5
2020-07-16,"Fraser",936,83081,1.34,21.9
2020-07-16,"Interior",697,31798,1.76,43.5
2020-07-16,"Northern",91,9078,0.59,25.8
2020-07-16,"Unknown",29,1883,0,20.4
2020-07-16,"Vancouver Coastal",943,71917,1.03,21.8
2020-07-16,"Vancouver Island",445,33608,0.08,19.8
2020-07-17,"BC",2857,234222,1.18,24.4
2020-07-17,"Fraser",826,83907,1.41,21.5
2020-07-17,"Interior",684,32482,1.78,34.9
2020-07-17,"Northern",109,9187,1.35,28.1
2020-07-17,"Unknown",27,1910,0,17.6
2020-07-17,"Vancouver Coastal",838,72755,1.02,20.8
2020-07-17,"Vancouver Island",373,33981,0.12,19.1
2020-07-18,"BC",2317,236539,1.18,25.2
2020-07-18,"Fraser",748,84655,1.46,21.2
2020-07-18,"Interior",514,32996,2.02,40
2020-07-18,"Northern",47,9234,1.37,25.6
2020-07-18,"Unknown",29,1939,0,23.4
2020-07-18,"Vancouver Coastal",635,73390,0.79,20.4
2020-07-18,"Vancouver Island",344,34325,0.12,20.6
2020-07-19,"BC",1879,238418,1.22,23.9
2020-07-19,"Fraser",634,85289,1.49,20.4
2020-07-19,"Interior",426,33422,2.11,31.2
2020-07-19,"Northern",48,9282,1.37,26.2
2020-07-19,"Unknown",40,1979,0,20.8
2020-07-19,"Vancouver Coastal",466,73856,0.7,23.3
2020-07-19,"Vancouver Island",265,34590,0.35,21.9
2020-07-20,"BC",1716,240134,1.34,22.2
2020-07-20,"Fraser",561,85850,1.63,21.2
2020-07-20,"Interior",348,33770,2.28,32.6
2020-07-20,"Northern",82,9364,1.32,20.2
2020-07-20,"Unknown",17,1996,0,15.6
2020-07-20,"Vancouver Coastal",521,74377,0.82,18.5
2020-07-20,"Vancouver Island",187,34777,0.34,17.3
2020-07-21,"BC",2802,242936,1.38,23.6
2020-07-21,"Fraser",894,86744,1.72,22.9
2020-07-21,"Interior",523,34293,2.26,33.1
2020-07-21,"Northern",60,9424,1.36,20.6
2020-07-21,"Unknown",56,2052,0,25.9
2020-07-21,"Vancouver Coastal",900,75277,0.84,20.9
2020-07-21,"Vancouver Island",369,35146,0.38,18.6
2020-07-22,"BC",3146,246082,1.39,22.3
2020-07-22,"Fraser",1148,87892,1.76,19.6
2020-07-22,"Interior",522,34815,2.18,30.5
2020-07-22,"Northern",107,9531,2.39,26.6
2020-07-22,"Unknown",44,2096,0,18.9
2020-07-22,"Vancouver Coastal",937,76214,0.78,22.1
2020-07-22,"Vancouver Island",388,35534,0.38,19.2
2020-07-23,"BC",2620,248702,1.33,22.3
2020-07-23,"Fraser",1022,88914,1.75,21.4
2020-07-23,"Interior",199,35014,1.87,34.5
2020-07-23,"Northern",119,9650,2.62,27.3
2020-07-23,"Unknown",41,2137,0,21.3
2020-07-23,"Vancouver Coastal",810,77024,0.86,21.2
2020-07-23,"Vancouver Island",429,35963,0.34,19.6
2020-07-24,"BC",2774,251476,1.19,22.3
2020-07-24,"Fraser",886,89800,1.53,21.2
2020-07-24,"Interior",156,35170,1.97,39.8
2020-07-24,"Northern",161,9811,2.24,27
2020-07-24,"Unknown",29,2166,0,18.3
2020-07-24,"Vancouver Coastal",1099,78123,0.75,21
2020-07-24,"Vancouver Island",443,36406,0.29,20.1
2020-07-25,"BC",2607,254083,1.15,23.3
2020-07-25,"Fraser",897,90697,1.41,21.3
2020-07-25,"Interior",405,35575,1.71,33
2020-07-25,"Northern",89,9900,3,33
2020-07-25,"Unknown",25,2191,0,21.2
2020-07-25,"Vancouver Coastal",820,78943,0.79,20.7
2020-07-25,"Vancouver Island",371,36777,0.29,21.2
2020-07-26,"BC",1704,255787,1.12,22.8
2020-07-26,"Fraser",602,91299,1.45,21.6
2020-07-26,"Interior",156,35731,1.73,34.7
2020-07-26,"Northern",80,9980,3.01,37.1
2020-07-26,"Unknown",33,2224,0,26.3
2020-07-26,"Vancouver Coastal",506,79449,0.73,18.9
2020-07-26,"Vancouver Island",327,37104,0.12,21.6
2020-07-27,"BC",1879,257666,1.02,19.3
2020-07-27,"Fraser",652,91951,1.34,19
2020-07-27,"Interior",369,36100,1.5,22.4
2020-07-27,"Northern",44,10024,3.18,23.9
2020-07-27,"Unknown",36,2260,0,10.7
2020-07-27,"Vancouver Coastal",585,80034,0.64,19.2
2020-07-27,"Vancouver Island",193,37297,0.12,15.7
2020-07-28,"BC",2868,260534,1.18,23.1
2020-07-28,"Fraser",1051,93002,1.84,24.1
2020-07-28,"Interior",415,36515,1.26,26.8
2020-07-28,"Northern",82,10106,3.96,24.4
2020-07-28,"Unknown",28,2288,0,17.6
2020-07-28,"Vancouver Coastal",897,80931,0.6,22.2
2020-07-28,"Vancouver Island",395,37692,0.08,18.4
2020-07-29,"BC",3299,263833,1.08,21.5
2020-07-29,"Fraser",850,93852,1.86,20.8
2020-07-29,"Interior",634,37149,1.11,31.8
2020-07-29,"Northern",125,10231,2.86,35.5
2020-07-29,"Unknown",49,2337,0,23.8
2020-07-29,"Vancouver Coastal",854,81785,0.57,21.5
2020-07-29,"Vancouver Island",787,38479,0.03,11.5
2020-07-30,"BC",3189,267022,1.23,22.3
2020-07-30,"Fraser",975,94827,2.23,20.9
2020-07-30,"Interior",621,37770,1.05,23.9
2020-07-30,"Northern",131,10362,3.09,35.2
2020-07-30,"Unknown",50,2387,0,31.2
2020-07-30,"Vancouver Coastal",799,82584,0.67,22.9
2020-07-30,"Vancouver Island",613,39092,0.1,18.6
2020-07-31,"BC",2215,269237,1.42,22.9
2020-07-31,"Fraser",790,95617,2.53,23.2
2020-07-31,"Interior",111,37881,1.03,32.7
2020-07-31,"Northern",102,10464,3.37,31.3
2020-07-31,"Unknown",60,2447,0,27.2
2020-07-31,"Vancouver Coastal",839,83423,0.96,21.8
2020-07-31,"Vancouver Island",313,39405,0.1,17.9
2020-08-01,"BC",2185,271422,1.59,25.1
2020-08-01,"Fraser",793,96410,3.01,24.6
2020-08-01,"Interior",190,38071,1,33.5
2020-08-01,"Northern",86,10550,3.23,34.3
2020-08-01,"Unknown",17,2464,0,26.7
2020-08-01,"Vancouver Coastal",749,84172,1.01,24.7
2020-08-01,"Vancouver Island",350,39755,0.1,20.1
2020-08-02,"BC",1645,273067,1.72,23.6
2020-08-02,"Fraser",694,97104,3.26,22.5
2020-08-02,"Interior",160,38231,0.96,30.8
2020-08-02,"Northern",67,10617,3.14,31.6
2020-08-02,"Unknown",8,2472,0,26
2020-08-02,"Vancouver Coastal",420,84592,1.13,22.7
2020-08-02,"Vancouver Island",296,40051,0.14,21.7
2020-08-03,"BC",1395,274462,1.83,22
2020-08-03,"Fraser",613,97717,3.42,22.3
2020-08-03,"Interior",256,38487,0.84,19.3
2020-08-03,"Northern",13,10630,3.3,12.8
2020-08-03,"Unknown",16,2488,0,15
2020-08-03,"Vancouver Coastal",386,84978,1.25,23.6
2020-08-03,"Vancouver Island",111,40162,0.17,23.2
2020-08-04,"BC",1923,276385,1.8,20.6
2020-08-04,"Fraser",641,98358,3.17,20.7
2020-08-04,"Interior",314,38801,1.05,19.4
2020-08-04,"Northern",51,10681,2.43,34.8
2020-08-04,"Unknown",12,2500,0,13
2020-08-04,"Vancouver Coastal",677,85655,1.48,22.1
2020-08-04,"Vancouver Island",228,40390,0.19,15.3
2020-08-05,"BC",2684,279069,2.05,22.4
2020-08-05,"Fraser",836,99194,3.44,21.7
2020-08-05,"Interior",465,39266,1.09,24.3
2020-08-05,"Northern",74,10755,2.48,22
2020-08-05,"Unknown",28,2528,0,22.7
2020-08-05,"Vancouver Coastal",898,86553,1.8,23.2
2020-08-05,"Vancouver Island",383,40773,0.22,19.8
2020-08-06,"BC",3175,282244,2.06,23
2020-08-06,"Fraser",1161,100355,3.26,24.9
2020-08-06,"Interior",387,39653,1.12,24
2020-08-06,"Northern",99,10854,2.03,25.7
2020-08-06,"Unknown",47,2575,0,30.3
2020-08-06,"Vancouver Coastal",1026,87579,1.92,21.2
2020-08-06,"Vancouver Island",455,41228,0.19,20.2
2020-08-07,"BC",3021,285265,1.98,23.6
2020-08-07,"Fraser",935,101290,3.28,22.7
2020-08-07,"Interior",558,40211,0.94,29.5
2020-08-07,"Northern",107,10961,1.41,29
2020-08-07,"Unknown",75,2650,0,22.7
2020-08-07,"Vancouver Coastal",945,88524,1.84,22.8
2020-08-07,"Vancouver Island",401,41629,0.18,18.4
2020-08-08,"BC",2907,288172,1.87,24.9
2020-08-08,"Fraser",1017,102307,2.93,23.1
2020-08-08,"Interior",430,40641,0.86,31.3
2020-08-08,"Northern",100,11061,0.59,38.2
2020-08-08,"Unknown",25,2675,0,32.4
2020-08-08,"Vancouver Coastal",1000,89524,1.98,23.8
2020-08-08,"Vancouver Island",335,41964,0.23,20.9
2020-08-09,"BC",2310,290482,1.79,25.4
2020-08-09,"Fraser",925,103232,2.61,25.4
2020-08-09,"Interior",293,40934,0.74,25.2
2020-08-09,"Northern",53,11114,1.21,48.6
2020-08-09,"Unknown",70,2745,0,34.2
2020-08-09,"Vancouver Coastal",725,90249,2.12,23.7
2020-08-09,"Vancouver Island",244,42208,0.14,23.7
2020-08-10,"BC",2178,292660,1.91,22.4
2020-08-10,"Fraser",873,104105,2.82,21.9
2020-08-10,"Interior",266,41200,0.77,26.1
2020-08-10,"Northern",66,11180,1.64,46.4
2020-08-10,"Unknown",72,2817,0,16.7
2020-08-10,"Vancouver Coastal",705,90954,2.18,22.3
2020-08-10,"Vancouver Island",196,42404,0.09,13.8
2020-08-11,"BC",3140,295800,2.01,21.8
2020-08-11,"Fraser",1023,105128,2.88,21.8
2020-08-11,"Interior",479,41679,0.63,26.1
2020-08-11,"Northern",99,11279,1.84,20
2020-08-11,"Unknown",40,2857,0,16.1
2020-08-11,"Vancouver Coastal",1126,92080,2.44,21.5
2020-08-11,"Vancouver Island",373,42777,0.17,18.3
2020-08-12,"BC",3773,299573,2.05,24.5
2020-08-12,"Fraser",1306,106434,2.94,24.2
2020-08-12,"Interior",511,42190,0.58,28.6
2020-08-12,"Northern",99,11378,2.09,25.4
2020-08-12,"Unknown",38,2895,0,23.2
2020-08-12,"Vancouver Coastal",1430,93510,2.41,24.6
2020-08-12,"Vancouver Island",389,43166,0.17,19.2
2020-08-13,"BC",3856,303429,2.16,23.9
2020-08-13,"Fraser",1415,107849,3.04,26.7
2020-08-13,"Interior",598,42788,0.54,23.9
2020-08-13,"Northern",92,11470,2.27,29.7
2020-08-13,"Unknown",44,2939,0,26.9
2020-08-13,"Vancouver Coastal",1287,94797,2.59,21.8
2020-08-13,"Vancouver Island",420,43586,0.21,19.3
2020-08-14,"BC",4200,307629,2.38,23.9
2020-08-14,"Fraser",1667,109516,3.44,22.6
2020-08-14,"Interior",416,43204,0.77,33.5
2020-08-14,"Northern",182,11652,2.32,32.1
2020-08-14,"Unknown",49,2988,0,25.4
2020-08-14,"Vancouver Coastal",1485,96282,2.58,22.6
2020-08-14,"Vancouver Island",401,43987,0.3,19.4
2020-08-15,"BC",3225,310854,2.43,22.1
2020-08-15,"Fraser",945,110461,3.56,20.1
2020-08-15,"Interior",507,43711,0.81,26.9
2020-08-15,"Northern",114,11766,2.55,23.7
2020-08-15,"Unknown",60,3048,0,24
2020-08-15,"Vancouver Coastal",1207,97489,2.61,22
2020-08-15,"Vancouver Island",392,44379,0.29,19.9
2020-08-16,"BC",3094,313948,2.48,23.4
2020-08-16,"Fraser",1295,111756,3.71,24.2
2020-08-16,"Interior",394,44105,0.76,26
2020-08-16,"Northern",86,11852,2.44,30.9
2020-08-16,"Unknown",72,3120,0,21.1
2020-08-16,"Vancouver Coastal",853,98342,2.62,21.6
2020-08-16,"Vancouver Island",394,44773,0.31,21.3
2020-08-17,"BC",2227,316175,2.4,21.8
2020-08-17,"Fraser",734,112490,3.6,22.4
2020-08-17,"Interior",329,44434,0.68,19.9
2020-08-17,"Northern",50,11902,2.49,15.7
2020-08-17,"Unknown",38,3158,0,20.7
2020-08-17,"Vancouver Coastal",815,99157,2.55,24
2020-08-17,"Vancouver Island",261,45034,0.42,16.9
2020-08-18,"BC",3880,320055,2.31,22.8
2020-08-18,"Fraser",1342,113832,3.48,22.4
2020-08-18,"Interior",512,44946,0.64,25.6
2020-08-18,"Northern",116,12018,2.17,25
2020-08-18,"Unknown",119,3277,0,25.6
2020-08-18,"Vancouver Coastal",1316,100473,2.47,22.9
2020-08-18,"Vancouver Island",475,45509,0.44,19.4
2020-08-19,"BC",4370,324425,2.28,24
2020-08-19,"Fraser",1527,115359,3.41,27.2
2020-08-19,"Interior",623,45569,0.56,24
2020-08-19,"Northern",141,12159,1.92,26
2020-08-19,"Unknown",174,3451,0,16.3
2020-08-19,"Vancouver Coastal",1412,101885,2.56,23.1
2020-08-19,"Vancouver Island",493,46002,0.46,18.6
2020-08-20,"BC",4561,328986,2.28,23
2020-08-20,"Fraser",1718,117077,3.46,25.7
2020-08-20,"Interior",493,46062,0.7,21.9
2020-08-20,"Northern",168,12327,1.52,27.8
2020-08-20,"Unknown",64,3515,0,4
2020-08-20,"Vancouver Coastal",1596,103481,2.49,22.1
2020-08-20,"Vancouver Island",522,46524,0.41,18.8
2020-08-21,"BC",4118,333104,2.28,23.7
2020-08-21,"Fraser",1371,118448,3.4,26.5
2020-08-21,"Interior",574,46636,0.5,24.5
2020-08-21,"Northern",181,12508,1.75,31.3
2020-08-21,"Unknown",133,3648,0,21.1
2020-08-21,"Vancouver Coastal",1389,104870,2.69,21.2
2020-08-21,"Vancouver Island",470,46994,0.47,19.9
2020-08-22,"BC",4149,337253,2.25,23.8
2020-08-22,"Fraser",1584,120032,3.36,25.3
2020-08-22,"Interior",396,47032,0.57,27.5
2020-08-22,"Northern",116,12624,1.63,25.7
2020-08-22,"Unknown",236,3884,0,21.7
2020-08-22,"Vancouver Coastal",1376,106246,2.56,22.5
2020-08-22,"Vancouver Island",441,47435,0.46,20
2020-08-23,"BC",2457,339710,2.27,22.7
2020-08-23,"Fraser",839,120871,3.41,26.6
2020-08-23,"Interior",318,47350,0.62,22.4
2020-08-23,"Northern",82,12706,1.29,33.1
2020-08-23,"Unknown",2,3886,0,19
2020-08-23,"Vancouver Coastal",825,107071,2.59,18.9
2020-08-23,"Vancouver Island",391,47826,0.49,20.3
2020-08-24,"BC",2403,342113,2.32,22.4
2020-08-24,"Fraser",919,121790,3.39,27
2020-08-24,"Interior",282,47632,0.63,19.9
2020-08-24,"Northern",54,12760,1.05,23.8
2020-08-24,"Unknown",51,3937,0,17.4
2020-08-24,"Vancouver Coastal",756,107827,2.79,21.1
2020-08-24,"Vancouver Island",341,48167,0.45,15.3
2020-08-25,"BC",4008,346121,2.19,22.7
2020-08-25,"Fraser",1057,122847,3.33,27.9
2020-08-25,"Interior",559,48191,0.59,22.6
2020-08-25,"Northern",103,12863,1.54,20.4
2020-08-25,"Unknown",790,4727,0,19.7
2020-08-25,"Vancouver Coastal",1035,108862,2.68,22.3
2020-08-25,"Vancouver Island",464,48631,0.42,17.7
2020-08-26,"BC",4905,351026,2.18,27.5
2020-08-26,"Fraser",1890,124737,3.31,30.9
2020-08-26,"Interior",552,48743,0.5,22.9
2020-08-26,"Northern",131,12994,1.92,24
2020-08-26,"Unknown",151,4878,0,42.5
2020-08-26,"Vancouver Coastal",1684,110546,2.55,27
2020-08-26,"Vancouver Island",497,49128,0.48,18.2
2020-08-27,"BC",5816,356842,2.1,28
2020-08-27,"Fraser",2108,126845,3.12,32.9
2020-08-27,"Interior",599,49342,0.43,22.2
2020-08-27,"Northern",158,13152,2.3,27.8
2020-08-27,"Unknown",636,5514,0,21
2020-08-27,"Vancouver Coastal",1791,112337,2.59,29.3
2020-08-27,"Vancouver Island",524,49652,0.51,18.7
2020-08-28,"BC",5303,362145,1.97,24.7
2020-08-28,"Fraser",1863,128708,2.89,27.9
2020-08-28,"Interior",518,49860,0.43,23.8
2020-08-28,"Northern",162,13314,2.11,26.1
2020-08-28,"Unknown",487,6001,0,27.4
2020-08-28,"Vancouver Coastal",1799,114136,2.47,22.3
2020-08-28,"Vancouver Island",474,50126,0.38,18.5
2020-08-29,"BC",4787,366932,2.06,24.3
2020-08-29,"Fraser",1536,130244,3.08,26.3
2020-08-29,"Interior",519,50379,0.51,27.8
2020-08-29,"Northern",183,13497,2.41,34.4
2020-08-29,"Unknown",896,6897,0,19.3
2020-08-29,"Vancouver Coastal",1226,115362,2.69,24.3
2020-08-29,"Vancouver Island",427,50553,0.38,19.4
2020-08-30,"BC",3123,370055,2.1,23.9
2020-08-30,"Fraser",773,131017,3.15,23.3
2020-08-30,"Interior",364,50743,0.53,23.1
2020-08-30,"Northern",152,13649,2.76,33.8
2020-08-30,"Unknown",226,7123,0,42.4
2020-08-30,"Vancouver Coastal",1165,116527,2.71,20.9
2020-08-30,"Vancouver Island",443,50996,0.32,20.4
2020-08-31,"BC",2644,372699,2.07,23.8
2020-08-31,"Fraser",1208,132225,3.14,28.9
2020-08-31,"Interior",285,51028,0.53,20.4
2020-08-31,"Northern",102,13751,3.03,24.3
2020-08-31,"Unknown",9,7132,0,41.2
2020-08-31,"Vancouver Coastal",737,117264,2.57,19.3
2020-08-31,"Vancouver Island",303,51299,0.29,16.5
2020-09-01,"BC",5273,377972,2.14,21.5
2020-09-01,"Fraser",1622,133847,3.15,21.7
2020-09-01,"Interior",545,51573,0.59,19.9
2020-09-01,"Northern",267,14018,2.77,39.6
2020-09-01,"Unknown",12,7144,0,65
2020-09-01,"Vancouver Coastal",2330,119594,2.51,20
2020-09-01,"Vancouver Island",497,51796,0.25,19.1
2020-09-02,"BC",5787,383759,2.07,23.9
2020-09-02,"Fraser",2017,135864,3.05,25.8
2020-09-02,"Interior",574,52147,0.71,26.3
2020-09-02,"Northern",227,14245,2.48,28.5
2020-09-02,"Unknown",41,7185,0,22.3
2020-09-02,"Vancouver Coastal",2424,122018,2.37,22.8
2020-09-02,"Vancouver Island",504,52300,0.19,17.7
2020-09-03,"BC",6183,389942,2.16,24.3
2020-09-03,"Fraser",2195,138059,3.19,27
2020-09-03,"Interior",533,52680,0.69,26.5
2020-09-03,"Northern",209,14454,2.53,27.6
2020-09-03,"Unknown",9,7194,0,30.9
2020-09-03,"Vancouver Coastal",2665,124683,2.32,22.6
2020-09-03,"Vancouver Island",572,52872,0.25,18.6
2020-09-04,"BC",5312,395254,2.17,21.8
2020-09-04,"Fraser",1959,140018,3.25,20.9
2020-09-04,"Interior",534,53214,0.78,28.4
2020-09-04,"Northern",209,14663,2.59,29.5
2020-09-04,"Unknown",5,7199,0,34.4
2020-09-04,"Vancouver Coastal",2094,126777,2.2,20.8
2020-09-04,"Vancouver Island",511,53383,0.28,18.7
2020-09-05,"BC",5948,401202,2.12,24.2
2020-09-05,"Fraser",2038,142056,3.09,24.8
2020-09-05,"Interior",580,53794,0.61,28.8
2020-09-05,"Northern",250,14913,2.26,30.9
2020-09-05,"Unknown",14,7213,0,34.2
2020-09-05,"Vancouver Coastal",2455,129232,2.13,23.2
2020-09-05,"Vancouver Island",611,53994,0.26,19
2020-09-06,"BC",3789,404991,2.14,26.2
2020-09-06,"Fraser",1465,143521,3.05,26
2020-09-06,"Interior",7,53801,0.62,29.8
2020-09-06,"Northern",43,14956,2.52,22.3
2020-09-06,"Unknown",7,7220,0,46.9
2020-09-06,"Vancouver Coastal",1796,131028,2.09,27.5
2020-09-06,"Vancouver Island",471,54465,0.29,22
2020-09-07,"BC",3394,408385,2.17,24.4
2020-09-07,"Fraser",1366,144887,3.1,26
2020-09-07,"Interior",355,54156,0.58,22
2020-09-07,"Northern",102,15058,2.3,53.8
2020-09-07,"Unknown",98,7318,0,32.8
2020-09-07,"Vancouver Coastal",1223,132251,2.14,19.9
2020-09-07,"Vancouver Island",250,54715,0.29,25.7
2020-09-08,"BC",3575,411960,2.37,22.1
2020-09-08,"Fraser",1350,146237,3.47,23.6
2020-09-08,"Interior",333,54489,0.51,19.9
2020-09-08,"Northern",130,15188,2.31,42.3
2020-09-08,"Unknown",122,7440,0,23.2
2020-09-08,"Vancouver Coastal",1259,133510,2.26,19.6
2020-09-08,"Vancouver Island",381,55096,0.33,20.1
2020-09-09,"BC",6056,418016,2.46,21.8
2020-09-09,"Fraser",1733,147970,3.53,22.6
2020-09-09,"Interior",535,55024,0.42,22.8
2020-09-09,"Northern",173,15361,3.23,29.1
2020-09-09,"Unknown",1233,8673,0,19.1
2020-09-09,"Vancouver Coastal",1777,135287,2.61,22.4
2020-09-09,"Vancouver Island",605,55701,0.35,20.9
2020-09-10,"BC",6573,424589,2.39,26.2
2020-09-10,"Fraser",1916,149886,3.55,23.9
2020-09-10,"Interior",606,55630,0.37,23.6
2020-09-10,"Northern",280,15641,2.61,27.4
2020-09-10,"Unknown",1119,9792,0,42.9
2020-09-10,"Vancouver Coastal",2076,137363,2.71,21.4
2020-09-10,"Vancouver Island",576,56277,0.32,20.1
2020-09-11,"BC",5800,430389,2.46,27.1
2020-09-11,"Fraser",2327,152213,3.39,28.4
2020-09-11,"Interior",106,55736,0.28,13
2020-09-11,"Northern",171,15812,2.79,40.1
2020-09-11,"Unknown",66,9858,0,62.4
2020-09-11,"Vancouver Coastal",2537,139900,2.94,26.6
2020-09-11,"Vancouver Island",593,56870,0.37,19.7
2020-09-12,"BC",5717,436106,2.43,26.3
2020-09-12,"Fraser",2150,154363,3.19,25
2020-09-12,"Interior",79,55815,0.3,13.2
2020-09-12,"Northern",238,16050,2.99,37
2020-09-12,"Unknown",17,9875,0,37.1
2020-09-12,"Vancouver Coastal",2753,142653,2.91,27.5
2020-09-12,"Vancouver Island",480,57350,0.39,21.3
2020-09-13,"BC",5244,441350,2.28,32.6
2020-09-13,"Fraser",1694,156057,3.02,34.9
2020-09-13,"Interior",491,56306,0.4,27.2
2020-09-13,"Northern",23,16073,2.78,47.4
2020-09-13,"Unknown",754,10629,0,43.1
2020-09-13,"Vancouver Coastal",1742,144395,2.88,30.9
2020-09-13,"Vancouver Island",540,57890,0.35,20.9
2020-09-14,"BC",3722,445072,2.26,29.3
2020-09-14,"Fraser",1512,157569,2.95,34.5
2020-09-14,"Interior",361,56667,0.56,19.2
